"druga","drugb","weight"
"2948","6290","2"
"959","2428","4"
"1005","1006","3"
"1004","1046","2"
"895","4457","2"
"262","24081","2"
"469","6934","4"
"981","1785","2"
"225","264","2"
"981","1811","3"
"1007","1013","2"
"746","3976","2"
"1006","1068","3"
"99","6401","4"
"1007","1046","2"
"1004","1143","2"
"979","1918","2"
"1006","1090","9"
"956","2631","2"
"1005","1127","5"
"1004","1164","2"
"1006","1103","2"
"132","943","2"
"57","149","2"
"990","1616","2"
"952","2796","2"
"1977","8356","2"
"91","1996","5"
"1006","1127","5"
"77","1292","2"
"1007","1143","2"
"1006","1175","2"
"99","136","6"
"267","1513","3"
"367","1292","2"
"1007","1164","2"
"1004","1262","2"
"987","1795","2"
"758","8902","2"
"940","3263","2"
"469","1576","3"
"725","9931","2"
"1004","1292","2"
"987","1820","2"
"1004","1293","2"
"777","8339","2"
"777","8340","2"
"1902","10562","2"
"126","1030","2"
"1006","1247","2"
"2614","16948","4"
"1004","1323","4"
"2614","16949","4"
"2614","16950","4"
"602","759","2"
"149","349","2"
"1007","1262","6"
"349","759","3"
"2391","7440","2"
"1007","1292","2"
"1007","1293","2"
"13","2948","2"
"51","57","4"
"90","566","3"
"99","3118","4"
"253","372","2"
"1007","1320","3"
"323","1616","2"
"1007","1323","4"
"609","13665","2"
"609","13666","2"
"609","13667","2"
"1007","1364","3"
"553","15474","2"
"952","3108","2"
"268","1736","4"
"8356","10562","2"
"1902","8356","2"
"706","10782","2"
"2391","24081","4"
"77","640","2"
"2948","6827","4"
"990","1996","3"
"98","268","2"
"1013","1323","2"
"840","6686","2"
"617","1513","2"
"979","2390","2"
"1112","39519","2"
"786","8406","2"
"786","8407","2"
"2877","9119","4"
"49","1616","5"
"710","1996","2"
"924","4148","10"
"150","7440","2"
"89","149","2"
"452","1218","2"
"777","8723","2"
"57","431","2"
"18","2134","2"
"57","692","2"
"77","810","2"
"125","293","3"
"364","21575","2"
"364","21576","2"
"77","10181","2"
"89","248","2"
"150","2391","4"
"150","800","2"
"1007","1736","5"
"91","1218","5"
"520","16854","2"
"937","3926","2"
"956","39519","2"
"1020","1413","2"
"1020","1415","2"
"12","1316","2"
"2948","7221","2"
"120","196","2"
"89","2117","2"
"89","692","2"
"990","2408","2"
"75","150","2"
"399","20740","3"
"399","20743","3"
"399","20739","3"
"1004","1996","2"
"77","14278","2"
"57","248","2"
"992","2391","2"
"502","564","2"
"48","49","2"
"51","31590","4"
"144","759","2"
"370","1218","4"
"150","3570","2"
"754","9820","2"
"57","69","2"
"1007","1996","2"
"57","1316","2"
"974","3037","2"
"249","25517","2"
"999","2276","2"
"15228","19938","4"
"777","9176","2"
"777","9177","2"
"1007","2067","2"
"12","1293","2"
"620","14073","2"
"262","25228","2"
"952","3850","2"
"349","1046","2"
"753","10051","2"
"753","10053","2"
"981","2985","2"
"553","16255","3"
"91","452","2"
"120","1736","5"
"125","156","7"
"57","1293","2"
"1499","26859","2"
"1005","2293","4"
"89","1293","2"
"360","1996","2"
"300","510","2"
"49","323","2"
"360","370","2"
"99","4540","4"
"510","1029","2"
"990","2833","2"
"57","2117","2"
"191","6291","2"
"321","1007","3"
"7103","9965","2"
"360","452","2"
"370","1996","5"
"191","21563","2"
"191","6765","3"
"940","4457","4"
"300","6163","2"
"1006","2428","4"
"75","2391","2"
"510","3982","4"
"522","1736","3"
"1046","1251","2"
"367","566","2"
"721","1180","2"
"139","239","2"
"89","1316","2"
"140","462","2"
"143","370","2"
"94","1180","2"
"191","3953","3"
"1046","1323","2"
"191","1266","3"
"1005","2614","4"
"498","783","2"
"29","3982","4"
"165","251","2"
"1977","10562","2"
"89","431","2"
"979","3473","2"
"367","508","2"
"367","4690","2"
"172","28527","4"
"172","28529","2"
"172","28528","2"
"76","1373","4"
"367","974","2"
"3037","4748","3"
"69","378","2"
"979","3570","2"
"33","519","2"
"239","1320","2"
"142","608","3"
"510","5879","2"
"191","1453","2"
"76","2667","2"
"596","15474","2"
"462","922","2"
"370","2808","2"
"73","1337","2"
"191","1036","3"
"73","1373","4"
"51","1576","3"
"177","608","3"
"510","861","4"
"1018","2509","2"
"510","1804","4"
"956","4457","2"
"119","5879","2"
"73","462","2"
"732","11419","2"
"360","1218","2"
"262","25996","3"
"144","752","2"
"8781","24081","2"
"836","8240","2"
"2547","20736","3"
"2547","20737","3"
"2547","20738","3"
"2547","20739","9"
"2547","20740","9"
"2547","20741","3"
"2547","20742","3"
"2547","20743","9"
"2547","20744","3"
"751","10901","3"
"136","566","2"
"133","418","3"
"838","8211","2"
"76","1213","2"
"191","321","3"
"1007","1453","2"
"191","2188","12"
"239","935","2"
"943","4990","2"
"5012","9929","2"
"878","7015","2"
"239","721","2"
"2188","3037","6"
"192","3102","2"
"179","510","14"
"975","1337","2"
"156","508","3"
"510","689","2"
"943","5040","2"
"367","5879","2"
"1046","1853","2"
"76","1813","2"
"508","608","2"
"191","2515","9"
"510","7336","2"
"76","5877","2"
"4514","25478","2"
"452","1996","2"
"73","974","2"
"510","17520","2"
"156","5877","3"
"510","608","4"
"14","8977","2"
"367","861","4"
"2188","3199","2"
"90","2465","2"
"179","1373","12"
"192","974","2"
"418","7103","2"
"192","510","4"
"14","325","2"
"192","987","2"
"156","6163","6"
"76","7336","2"
"133","191","2"
"12","149","2"
"76","974","2"
"829","8759","2"
"829","8760","2"
"829","8761","4"
"1042","2163","2"
"136","1813","2"
"14","367","4"
"14","2667","2"
"367","9243","2"
"125","721","2"
"608","8977","2"
"1042","2195","2"
"73","861","4"
"192","9243","2"
"987","3697","2"
"367","975","2"
"14","3697","4"
"14","5878","2"
"367","987","2"
"2979","5880","3"
"192","608","4"
"76","293","2"
"4323","31590","4"
"521","6291","4"
"136","3982","4"
"191","650","6"
"191","4748","6"
"510","2979","6"
"91","2808","2"
"76","8977","2"
"14","192","4"
"367","1029","2"
"510","5875","2"
"510","5877","3"
"191","1851","2"
"510","5880","2"
"510","5882","2"
"76","5882","2"
"73","689","2"
"367","412","2"
"2391","25996","6"
"2391","25997","2"
"510","2667","2"
"156","5881","3"
"156","5882","3"
"7225","7226","6"
"136","975","2"
"2188","2662","2"
"156","608","6"
"617","15479","2"
"198","269","3"
"608","891","2"
"76","3102","2"
"192","5877","2"
"192","5878","2"
"269","3063","2"
"367","891","2"
"191","3063","2"
"367","7336","2"
"510","2188","2"
"367","2979","6"
"1076","1304","2"
"3108","3850","2"
"192","508","2"
"510","3102","3"
"76","179","12"
"29","9243","2"
"136","325","2"
"76","192","4"
"73","300","2"
"367","1373","4"
"156","3982","6"
"136","1804","4"
"125","1180","2"
"14","1373","4"
"76","975","2"
"974","2979","3"
"179","6163","12"
"367","8977","2"
"156","8977","3"
"179","974","6"
"510","5878","2"
"510","3697","4"
"14","891","2"
"179","508","6"
"179","269","7"
"191","2253","2"
"987","1804","2"
"73","608","5"
"367","2667","2"
"14","5876","2"
"136","156","6"
"76","269","2"
"14","5882","2"
"2188","3063","3"
"156","17520","3"
"510","1373","4"
"1068","1655","4"
"156","2667","3"
"2188","4748","6"
"2979","5878","3"
"136","7336","2"
"2979","5881","3"
"14","2465","2"
"76","3982","4"
"891","2979","3"
"1007","3570","2"
"14","17520","2"
"29","6163","4"
"14","689","2"
"179","325","7"
"136","198","6"
"76","5875","2"
"76","5878","2"
"76","5881","2"
"269","6163","2"
"510","3063","2"
"2796","13666","2"
"2796","13667","2"
"76","9243","2"
"1054","2147","2"
"239","27413","2"
"179","8977","6"
"196","311","2"
"191","3257","2"
"367","5875","2"
"367","5876","2"
"367","5877","2"
"73","17520","2"
"367","5880","2"
"367","5882","2"
"510","891","2"
"136","5879","2"
"367","894","2"
"156","1813","3"
"510","6163","4"
"987","3982","2"
"179","5875","6"
"519","1007","2"
"179","2979","19"
"179","1820","6"
"3118","3743","3"
"1076","1513","3"
"14","510","5"
"14","9243","2"
"905","6827","2"
"33","191","2"
"891","1804","2"
"156","891","3"
"510","5876","2"
"136","293","2"
"192","975","2"
"987","1373","2"
"136","300","2"
"2979","5876","3"
"192","269","2"
"179","192","12"
"73","510","4"
"156","179","18"
"192","6163","4"
"198","566","3"
"179","198","18"
"269","1373","2"
"14","29","4"
"367","1804","4"
"14","293","2"
"29","90","4"
"14","300","2"
"367","1813","2"
"510","975","3"
"191","337","2"
"76","198","6"
"300","3697","2"
"508","861","2"
"192","17520","2"
"119","136","4"
"73","1813","2"
"192","2667","2"
"508","3982","2"
"367","1213","2"
"192","566","2"
"608","7336","2"
"14","861","4"
"2979","5877","3"
"76","987","2"
"2979","5879","3"
"156","974","3"
"367","3697","4"
"300","1804","2"
"510","1213","2"
"179","3102","6"
"136","9243","2"
"14","5875","2"
"30","131","2"
"14","5879","2"
"974","3982","2"
"76","510","5"
"2667","2979","3"
"192","367","4"
"367","17520","2"
"179","293","6"
"90","5880","2"
"198","1373","6"
"987","2979","3"
"179","300","6"
"76","1029","2"
"73","367","4"
"300","3982","2"
"156","5876","3"
"825","9448","2"
"156","5879","3"
"192","8977","2"
"192","1820","2"
"2979","5875","3"
"179","566","6"
"76","1804","4"
"14","412","2"
"14","6163","4"
"2188","3102","2"
"608","2667","2"
"192","891","2"
"192","5875","2"
"192","5876","2"
"192","5880","2"
"956","5417","2"
"192","5882","2"
"192","1373","4"
"2979","6163","6"
"321","1453","3"
"367","3982","4"
"608","1337","2"
"136","5875","4"
"91","370","4"
"192","198","6"
"367","689","3"
"1096","1097","2"
"192","3697","4"
"179","367","13"
"14","974","2"
"14","975","2"
"367","1337","2"
"510","8977","2"
"76","6163","4"
"136","2667","2"
"7166","9550","3"
"179","1337","6"
"179","861","12"
"14","987","2"
"300","367","2"
"156","367","6"
"608","1373","4"
"90","179","12"
"76","17520","2"
"136","17520","2"
"3102","3697","2"
"136","508","2"
"367","510","4"
"300","608","2"
"73","2465","2"
"2979","5882","3"
"73","8977","2"
"136","269","2"
"119","7336","2"
"73","975","2"
"269","1804","2"
"179","891","6"
"861","5876","2"
"1096","1152","11"
"136","6163","4"
"3026","6863","2"
"14","1804","4"
"861","3697","4"
"367","1820","2"
"14","1813","2"
"975","3697","2"
"119","1813","2"
"90","987","2"
"14","269","2"
"179","689","6"
"635","15474","2"
"136","2979","6"
"73","5875","2"
"73","5877","2"
"1095","1224","2"
"156","689","3"
"192","300","2"
"73","5882","2"
"136","3697","4"
"76","689","2"
"2465","2979","3"
"125","3102","2"
"125","5881","2"
"14","1337","2"
"192","1029","2"
"90","269","2"
"156","3102","3"
"76","2465","2"
"367","608","4"
"510","9243","2"
"510","1820","2"
"29","119","6"
"367","5878","2"
"136","861","4"
"76","3697","4"
"198","8977","3"
"29","5876","2"
"974","3697","2"
"29","5878","2"
"198","1820","3"
"510","5881","2"
"73","6163","4"
"608","975","2"
"29","3697","4"
"412","510","2"
"73","325","2"
"192","7336","2"
"14","5880","2"
"156","510","6"
"198","5879","3"
"974","1804","2"
"198","5881","3"
"29","412","2"
"179","2667","6"
"156","5878","3"
"3697","17520","2"
"156","5880","3"
"73","7336","2"
"90","1337","2"
"29","2979","6"
"269","3697","2"
"179","1029","6"
"76","5879","2"
"76","5880","2"
"192","5879","2"
"192","5881","2"
"861","5880","2"
"2188","2601","2"
"179","2465","6"
"2979","7336","3"
"905","7225","3"
"905","7226","2"
"300","2979","3"
"73","891","2"
"1096","1315","2"
"76","300","2"
"136","5882","2"
"179","5879","6"
"179","5880","6"
"179","5881","6"
"179","5882","6"
"608","6163","4"
"73","2667","2"
"179","17520","6"
"76","1337","2"
"156","1804","6"
"192","689","2"
"119","508","2"
"2072","2698","2"
"136","974","2"
"90","156","6"
"861","891","2"
"29","510","4"
"29","1804","4"
"861","5879","2"
"198","3102","3"
"90","2667","2"
"179","3697","12"
"861","7336","2"
"136","510","4"
"2979","3982","6"
"73","198","6"
"192","3982","4"
"300","861","2"
"179","412","6"
"608","1813","2"
"367","2465","2"
"861","2465","2"
"2667","3697","2"
"76","891","2"
"1096","1410","16"
"3102","3982","2"
"367","3102","2"
"29","300","2"
"2667","6163","2"
"14","508","2"
"608","974","2"
"198","2465","3"
"156","9243","3"
"6163","17520","2"
"367","5881","2"
"73","5881","2"
"174","30020","2"
"156","198","9"
"198","7336","3"
"73","1029","2"
"608","3697","4"
"300","1373","2"
"566","861","2"
"73","269","2"
"90","510","4"
"1054","2760","2"
"198","17520","3"
"508","6163","2"
"73","1804","4"
"136","1337","2"
"90","1029","2"
"198","1813","3"
"198","5875","3"
"198","5876","3"
"6163","7336","2"
"156","1213","3"
"14","566","2"
"608","5875","6"
"608","5876","2"
"156","975","3"
"73","1820","2"
"608","5880","2"
"2979","3697","6"
"608","861","4"
"90","5881","2"
"608","689","2"
"73","566","2"
"76","2979","6"
"119","156","6"
"14","5877","2"
"1029","2979","3"
"14","5881","2"
"861","5877","2"
"367","6163","4"
"179","9243","6"
"861","5882","2"
"14","7336","2"
"269","367","2"
"76","508","2"
"73","90","4"
"508","1804","2"
"608","2465","2"
"269","608","2"
"119","198","7"
"179","5876","6"
"179","5877","7"
"156","300","3"
"136","5877","2"
"136","5878","2"
"136","179","12"
"136","3102","2"
"29","1213","2"
"861","1813","2"
"29","8977","2"
"90","861","4"
"608","1804","4"
"325","1804","2"
"926","6827","7"
"125","2979","6"
"262","27413","2"
"29","974","2"
"14","2979","6"
"90","7336","2"
"179","608","12"
"136","1213","2"
"179","1813","6"
"6163","9243","2"
"861","5875","2"
"73","412","2"
"974","1373","2"
"156","1337","3"
"14","1213","2"
"136","987","2"
"975","3982","2"
"90","412","2"
"608","987","2"
"119","3697","4"
"125","17520","2"
"836","9676","2"
"7225","8225","3"
"608","9243","2"
"73","179","12"
"15400","16948","4"
"15400","16949","4"
"15400","16950","4"
"198","300","3"
"76","861","4"
"608","5879","2"
"192","1213","2"
"73","1213","2"
"156","7336","3"
"1029","3697","2"
"891","6163","2"
"1029","1373","2"
"975","2979","3"
"29","269","2"
"1096","1649","12"
"29","3102","2"
"125","5878","2"
"325","2979","3"
"125","5880","2"
"73","5876","2"
"1006","4450","3"
"179","3982","12"
"689","3697","2"
"90","974","2"
"119","1820","2"
"29","1337","2"
"15228","22332","4"
"861","5878","2"
"14","1029","2"
"2667","3982","2"
"891","1373","2"
"861","2979","6"
"198","367","6"
"14","3102","2"
"198","5878","3"
"119","5875","2"
"198","5882","3"
"119","861","4"
"198","1337","3"
"192","325","2"
"198","2979","9"
"29","1373","4"
"179","975","7"
"90","9243","2"
"156","5875","3"
"608","2979","6"
"861","8977","2"
"2465","3697","2"
"2979","3102","3"
"29","5875","2"
"90","5877","2"
"29","608","4"
"29","5880","2"
"861","6163","4"
"119","891","2"
"198","891","3"
"198","412","3"
"975","1213","2"
"608","1820","2"
"29","891","2"
"861","1029","2"
"136","1373","4"
"76","5876","2"
"90","1813","2"
"192","1813","2"
"861","5881","2"
"136","891","2"
"1068","2631","4"
"136","5876","2"
"119","17520","2"
"73","3102","2"
"136","5880","2"
"510","19938","4"
"566","2979","3"
"608","5877","2"
"608","5878","2"
"119","689","3"
"156","1029","3"
"608","5882","2"
"156","293","3"
"325","1373","2"
"119","192","4"
"2465","6163","2"
"10901","25517","2"
"689","1373","2"
"156","2979","9"
"90","3102","2"
"2979","8977","3"
"14","3982","4"
"198","974","3"
"73","119","4"
"156","3697","6"
"90","367","4"
"861","2667","2"
"3982","8977","2"
"29","975","2"
"198","987","3"
"1076","2451","2"
"608","1029","2"
"198","510","6"
"608","3102","2"
"787","11416","3"
"608","1213","2"
"73","9243","2"
"125","1813","2"
"119","510","5"
"119","2979","6"
"136","2465","2"
"269","2979","3"
"73","3697","4"
"156","1373","6"
"14","179","12"
"1096","1884","2"
"293","1804","2"
"29","1813","2"
"119","300","2"
"73","2979","6"
"73","5878","2"
"73","5879","2"
"136","1029","2"
"1804","17520","2"
"156","412","3"
"1029","3982","2"
"198","5877","3"
"3150","3774","2"
"119","325","6"
"952","6384","2"
"119","5877","2"
"119","5881","2"
"119","5882","2"
"198","608","6"
"198","1804","6"
"125","9243","2"
"125","412","2"
"508","3697","2"
"1096","1943","2"
"861","974","2"
"861","975","2"
"73","508","2"
"90","5875","2"
"90","5876","2"
"293","510","2"
"90","5878","2"
"90","5879","2"
"508","2979","3"
"90","3982","4"
"861","9243","2"
"29","5877","2"
"29","5882","2"
"975","1804","2"
"136","608","6"
"29","2667","2"
"29","73","4"
"198","6163","6"
"29","76","5"
"192","2979","6"
"141","31590","4"
"29","7336","2"
"974","5775","2"
"1112","1499","2"
"192","861","4"
"136","5881","2"
"156","269","3"
"29","367","4"
"90","1820","2"
"90","300","2"
"269","861","2"
"29","17520","2"
"198","3982","6"
"412","861","2"
"119","2667","2"
"325","510","2"
"90","325","2"
"29","136","4"
"861","1337","2"
"136","689","2"
"198","1213","3"
"861","1213","2"
"1126","1127","5"
"1126","1129","2"
"508","1373","2"
"29","689","2"
"198","508","3"
"412","2979","3"
"608","5881","2"
"2979","9243","3"
"520","19938","4"
"754","12685","2"
"6163","8977","2"
"8781","25996","3"
"861","1373","4"
"125","566","2"
"1006","4884","2"
"125","5875","2"
"125","5879","2"
"412","1373","2"
"325","367","10"
"1128","1129","2"
"975","5877","2"
"179","7336","6"
"198","5880","3"
"73","5880","2"
"119","3982","4"
"1029","1804","2"
"29","1029","2"
"119","1804","4"
"566","1373","2"
"73","192","4"
"29","1820","2"
"119","5878","2"
"990","5444","2"
"192","293","2"
"325","861","2"
"412","6163","2"
"3170","3407","2"
"90","2979","6"
"119","1337","2"
"90","5882","2"
"1112","1697","3"
"179","5878","6"
"29","5881","2"
"125","179","12"
"1121","1435","2"
"119","1373","4"
"125","2667","2"
"1091","2372","2"
"90","508","2"
"608","3982","4"
"125","191","2"
"136","8977","2"
"192","1337","2"
"29","861","4"
"90","6163","4"
"689","3982","2"
"90","1804","4"
"125","974","2"
"125","975","2"
"198","689","3"
"861","3102","2"
"125","987","2"
"861","3982","4"
"90","17520","2"
"861","1804","4"
"689","861","2"
"1006","5065","5"
"975","1373","2"
"293","608","2"
"891","3982","2"
"29","2465","2"
"125","508","2"
"125","510","4"
"891","3697","2"
"29","125","4"
"566","6163","2"
"179","1804","12"
"198","975","3"
"1103","2082","2"
"119","1213","2"
"293","861","2"
"1095","2336","2"
"293","3982","2"
"3174","3428","3"
"119","974","2"
"198","9243","3"
"90","1373","4"
"90","8977","2"
"198","2667","3"
"14","90","4"
"412","1804","2"
"125","5876","2"
"125","5877","2"
"198","293","3"
"125","5882","2"
"29","179","12"
"90","125","4"
"198","1029","3"
"3982","9243","2"
"125","325","2"
"29","192","4"
"325","6163","2"
"29","987","2"
"29","198","6"
"325","3697","2"
"248","28664","2"
"248","28665","2"
"102","1062","2"
"974","6163","2"
"293","6163","2"
"119","5880","2"
"689","1804","2"
"566","1804","2"
"608","17520","2"
"90","689","2"
"90","3697","4"
"73","3982","4"
"191","2257","4"
"82","689","2"
"412","608","2"
"948","6999","2"
"975","6163","2"
"2465","3982","2"
"198","3697","6"
"1090","1126","2"
"198","861","6"
"988","5775","2"
"566","3982","2"
"14","198","6"
"269","3982","2"
"119","6163","4"
"191","2535","2"
"325","3982","2"
"29","5879","2"
"689","2979","3"
"293","3697","2"
"29","293","2"
"29","566","2"
"125","192","4"
"235","248","2"
"412","3982","2"
"125","198","6"
"102","144","2"
"125","1213","2"
"566","3697","2"
"29","325","2"
"674","15616","3"
"82","573","2"
"144","689","2"
"125","1804","4"
"125","300","2"
"293","1373","2"
"29","156","6"
"689","6163","2"
"3088","6376","3"
"412","3697","2"
"125","1820","2"
"1143","1144","2"
"191","785","2"
"125","6163","4"
"239","519","3"
"3023","8440","2"
"1106","2336","2"
"125","1373","4"
"125","7336","2"
"90","1213","2"
"125","891","2"
"1112","2178","2"
"144","1062","2"
"156","192","6"
"90","198","6"
"1103","2466","3"
"248","2646","3"
"952","7166","2"
"119","3102","2"
"566","608","2"
"156","2465","3"
"125","2465","2"
"125","8977","2"
"191","1180","2"
"1112","2278","2"
"903","8761","2"
"987","1007","2"
"1143","1323","2"
"987","6163","2"
"102","191","2"
"191","1204","2"
"69","191","2"
"519","7339","4"
"1141","1419","2"
"3102","6163","2"
"267","6789","2"
"119","9243","2"
"51","246","2"
"926","2646","3"
"293","2979","3"
"90","891","2"
"125","1337","2"
"198","325","3"
"235","399","2"
"238","29475","3"
"191","573","2"
"1135","1693","2"
"940","7739","2"
"6324","21180","2"
"90","192","4"
"29","508","2"
"1005","5779","4"
"293","367","2"
"125","689","2"
"51","689","2"
"1128","2022","2"
"1005","5854","4"
"1043","4679","2"
"191","26532","4"
"8902","21180","2"
"125","3982","4"
"125","248","2"
"1129","2022","5"
"773","1135","2"
"144","191","5"
"191","246","2"
"136","192","4"
"186","413","2"
"706","5875","2"
"1112","2620","2"
"179","423","2"
"235","1135","2"
"1112","2631","2"
"125","861","4"
"1152","1410","15"
"179","200","4"
"1076","3776","2"
"99","5875","2"
"3982","17520","2"
"399","1135","2"
"413","19406","2"
"40","940","2"
"608","9931","2"
"979","6827","3"
"13","1800","2"
"1090","1127","2"
"3108","6384","2"
"367","1736","3"
"1040","4966","3"
"5875","39148","2"
"218","1068","2"
"1127","2293","4"
"1143","1800","3"
"191","2883","2"
"1143","1820","2"
"248","1135","2"
"86","154","2"
"191","975","2"
"1076","3926","4"
"191","498","2"
"628","1736","3"
"1112","2847","2"
"519","1736","2"
"86","219","2"
"191","1292","2"
"1143","1919","2"
"1152","1649","8"
"1144","1919","2"
"935","8406","2"
"935","8407","2"
"5875","25999","2"
"463","1098","2"
"1164","1323","2"
"3184","4243","2"
"3184","4246","2"
"608","6789","2"
"987","6827","11"
"1068","4323","4"
"175","22424","2"
"1152","1729","2"
"191","2853","3"
"270","5875","2"
"1117","2843","2"
"1096","3506","2"
"628","1364","3"
"1096","3511","2"
"608","1068","2"
"218","608","2"
"321","987","2"
"40","753","2"
"191","1699","2"
"267","317","2"
"196","321","2"
"144","1693","2"
"136","177","2"
"268","321","2"
"1127","2614","4"
"706","15669","2"
"601","2646","2"
"1152","1884","3"
"399","25228","2"
"248","521","2"
"423","2350","4"
"241","264","4"
"421","1800","2"
"418","1036","2"
"608","1783","2"
"270","608","2"
"191","22424","2"
"325","326","2"
"4952","15228","2"
"165","179","3"
"218","317","2"
"125","3697","4"
"191","4526","2"
"176","628","2"
"608","1472","2"
"82","1292","2"
"1164","1682","2"
"191","972","2"
"191","7339","2"
"1145","2316","2"
"154","657","2"
"165","326","2"
"9375","9376","4"
"13237","20740","3"
"13237","20739","3"
"13237","20743","3"
"2500","8902","2"
"1180","1320","6"
"767","777","2"
"134","2646","2"
"131","200","2"
"243","1728","2"
"3029","9587","4"
"1179","1405","3"
"13","165","2"
"3108","7166","3"
"251","325","2"
"251","326","2"
"1145","2509","2"
"191","2451","2"
"3088","7830","3"
"3088","7832","2"
"3088","7831","2"
"191","491","2"
"1007","6827","2"
"65","521","2"
"1029","6163","2"
"720","1728","2"
"96","123","2"
"608","706","2"
"463","15980","2"
"248","1241","2"
"773","14147","2"
"825","12542","4"
"165","367","2"
"176","1800","2"
"147","165","2"
"510","22332","4"
"177","5875","2"
"3174","5317","3"
"2500","6324","2"
"172","2240","2"
"179","522","2"
"267","5875","2"
"142","5875","2"
"76","123","2"
"267","1068","2"
"1158","2372","2"
"179","2350","2"
"218","5875","2"
"463","763","2"
"154","191","2"
"99","608","2"
"317","608","2"
"131","418","2"
"1179","1872","2"
"520","22332","4"
"65","125","2"
"28","463","2"
"317","5875","2"
"172","1035","2"
"13","421","2"
"564","926","2"
"657","5114","2"
"251","367","2"
"1037","6396","3"
"68","1728","2"
"463","2047","2"
"657","5476","2"
"1152","2872","2"
"200","1266","3"
"239","326","2"
"469","1731","2"
"418","485","2"
"52","777","2"
"2","418","2"
"1006","7538","2"
"13","921","2"
"1006","7540","13"
"2698","20629","2"
"1112","4261","3"
"1180","2172","5"
"751","15474","2"
"467","24318","2"
"40","155","2"
"520","522","2"
"943","9577","2"
"753","15474","2"
"657","1292","2"
"1213","1269","2"
"463","11800","2"
"462","463","2"
"421","1736","2"
"667","2646","2"
"1208","1453","3"
"134","564","2"
"1035","6827","2"
"601","979","2"
"1007","1266","3"
"657","1728","4"
"1213","1337","2"
"1152","3233","2"
"1213","1373","2"
"1068","5875","2"
"1159","3063","2"
"667","926","2"
"564","601","2"
"134","926","2"
"134","667","2"
"20","463","2"
"133","1241","3"
"657","720","2"
"75","133","2"
"367","418","2"
"952","9550","2"
"134","979","2"
"725","16638","4"
"216","295","2"
"191","2331","2"
"2134","38520","2"
"154","1728","2"
"667","3774","3"
"628","3774","2"
"1208","1729","5"
"450","25228","2"
"179","1007","3"
"601","667","2"
"179","1266","3"
"7166","13665","2"
"7166","13666","2"
"7166","13667","2"
"418","1736","2"
"195","288","2"
"767","15474","2"
"564","667","2"
"217","2468","2"
"65","1007","2"
"1180","2772","4"
"268","1405","5"
"1218","1630","2"
"1179","2841","2"
"1213","1804","2"
"979","2646","2"
"774","15474","2"
"1179","2948","3"
"539","9429","2"
"1208","2067","3"
"98","9466","2"
"129","295","2"
"312","469","2"
"131","295","2"
"469","979","2"
"1224","1674","4"
"779","15474","2"
"1223","1721","3"
"367","1007","2"
"274","773","2"
"195","451","2"
"601","926","2"
"27517","38610","4"
"27517","38611","4"
"27517","38613","4"
"27517","38612","2"
"1036","2331","2"
"1208","2293","2"
"191","2948","3"
"1218","1996","5"
"7007","9429","2"
"248","979","2"
"640","2022","6"
"628","2590","2"
"539","7007","2"
"564","2646","2"
"628","667","3"
"144","657","4"
"144","402","2"
"268","1404","5"
"1202","2601","2"
"1112","5417","2"
"628","921","2"
"2022","4809","2"
"239","367","2"
"1208","2473","2"
"469","5291","2"
"1224","1996","2"
"17","9043","2"
"1241","1488","3"
"133","9043","2"
"628","1007","2"
"469","13048","2"
"195","6934","2"
"144","1875","2"
"217","9429","2"
"6324","40612","2"
"136","35837","3"
"3263","4457","2"
"123","217","2"
"3174","7225","18"
"3174","7226","6"
"1231","1939","2"
"191","3076","3"
"140","35837","3"
"139","35869","2"
"139","35870","2"
"134","248","2"
"195","469","4"
"51","38610","2"
"51","38611","2"
"51","38613","2"
"191","1637","3"
"463","25852","2"
"583","829","4"
"191","3188","2"
"1114","1337","2"
"3184","7084","2"
"3184","7082","2"
"3184","7083","2"
"3184","7081","2"
"773","16298","2"
"1159","1337","4"
"288","469","2"
"196","9005","2"
"217","7007","2"
"367","2590","2"
"195","592","2"
"1231","2147","2"
"979","9982","2"
"274","10517","2"
"150","191","2"
"3108","9550","3"
"149","243","2"
"640","4809","3"
"195","1731","2"
"451","6934","2"
"253","449","2"
"191","17316","3"
"1262","1323","2"
"191","1159","2"
"2536","27413","2"
"1112","6048","2"
"191","2476","2"
"842","14447","3"
"1159","2476","2"
"3149","8481","2"
"1218","2808","2"
"269","14275","2"
"1213","2979","3"
"1007","9375","16"
"1007","9376","4"
"469","1745","2"
"777","3471","2"
"195","13048","2"
"2476","17316","2"
"191","1558","3"
"3313","3473","2"
"2188","14276","4"
"94","640","3"
"195","1745","2"
"566","777","2"
"195","979","2"
"1127","5779","4"
"195","1004","2"
"191","9148","2"
"1062","7808","2"
"6833","25517","2"
"129","2022","4"
"195","5291","2"
"469","592","2"
"1127","5854","4"
"40","777","2"
"1337","42549","2"
"269","1114","2"
"1096","6894","4"
"2188","3076","3"
"399","28527","2"
"2130","5966","2"
"1231","2760","2"
"5267","8761","2"
"469","1004","2"
"1220","3150","2"
"269","26532","2"
"5317","7225","3"
"5317","7226","2"
"191","3195","4"
"643","777","2"
"583","1006","2"
"418","1745","2"
"956","11419","3"
"1006","5966","2"
"5267","8868","2"
"2948","15228","4"
"3174","8225","3"
"502","777","2"
"191","193","2"
"269","1637","2"
"191","14276","3"
"1164","5034","2"
"149","191","3"
