id,hpo
ABNORMALITY OF GLOBE LOCATION OR SIZE,"Body Part, Organ, or Organ Component"
ABNORMALITY OF EYE MOVEMENT,Organ or Tissue Function
"LITTLE OR NO EYEBROWS, EYELASHES OR BODY HAIR","Body Part, Organ, or Organ Component"
WHITE EYEBROWS,"Body Part, Organ, or Organ Component"
SHORT EYELASHES,"Body Part, Organ, or Organ Component"
THREE ROWS OF EYELASHES,"Body Part, Organ, or Organ Component"
SPARSE EYEBROWS AND EYELASHES,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE EYELID,"Body Part, Organ, or Organ Component"
"CAVERNOUS HEMANGIOMAS, FACE",Body Location or Region
LACK OF FACIAL SUBCUTANEOUS FAT,Body Location or Region
NORMAL OR INCREASED FACIAL ADIPOSE TISSUE,Body Location or Region
COMBINED FACTOR VIII AND FACTOR IX DEFICIENCY,Pharmacologic Substance
FACTOR X ACTIVATION DEFICIENCY,Disease or Syndrome
FACTOR XI DEFICIENCY,Disease or Syndrome
PARTIAL DEFICIENCY OF FACTOR XIII:C,Enzyme
APLASIA FO THE PHALANGES OF THE TOES,Geographic Area
"HEPATIC STEATOSIS, DIFFUSE",Disease or Syndrome
HEPATIC STEATOSIS,Disease or Syndrome
BLADDER AND BOWEL INCONTINENCE,Disease or Syndrome
ABNORMALITY OF THE FEMUR,"Body Part, Organ, or Organ Component"
DYSPLASTIC FEMORAL HEAD,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE FEMORAL HEAD,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE FEMORAL NECK,"Body Part, Organ, or Organ Component"
SEVERE INTRAUTERINE GROWTH RETARDATION,Pathologic Function
PREMATURE BIRTH FOLLOWING PREMATURE RUPTURE OF FETAL MEMBRANES,Embryonic Structure
FETAL SEIZURE,Embryonic Structure
"DECREASED BETA-GALACTOSIDASE ACTIVITY (LEUKOCYTE, FIBROBLAST, PLASMA)",Cell
GINGIVAL FIBROMATOSIS,Congenital Abnormality
POLYOSTOTIC FIBROUS DYSPLASIA,Congenital Abnormality
"CURVATURES OF THE FEMUR, TIBIA, FIBULA","Body Part, Organ, or Organ Component"
BROAD PROXIMAL PHALANX OF THE 3RD FINGER,Body Location or Region
IRREGULAR EPIPHYSIS OF THE MIDDLE PHALANX OF THE 3RD FINGER,Body Location or Region
CONTRACTURES OF THE PROXIMAL INTERPHALANGEAL JOINTS OF THE FINGERS,Body Location or Region
OSTEOLYTIC DEFECTS OF THE MIDDLE PHALANX OF THE 3RD FINGER,Body Location or Region
CURVED MIDDLE PHALANX OF THE 3RD FINGER,Body Location or Region
SYMPHALANGISM AFFECTING THE MIDDLE PHALANX OF THE 3RD FINGER,Body Location or Region
TRIANGULAR SHAPED DISTAL PHALANX OF THE 4TH FINGER,Body Location or Region
HYPOPLASTIC/SMALL MIDDLE PHALANX OF THE 3RD FINGER,Body Location or Region
APLASIA/HYPOPLASIA OF THE PHALANGES OF THE 2ND FINGER,Body Location or Region
SYMPHALANGISM AFFECTING THE DISTAL PHALANX OF THE 2ND FINGER,Body Location or Region
CURVED DISTAL PHALANX OF THE 3RD FINGER,Body Location or Region
APLASIA/HYPOPLASIA OF THE DISTAL PHALANX OF THE 4TH FINGER,Body Location or Region
CURVED PROXIMAL PHALANX OF THE 4TH FINGER,Body Location or Region
HYPOPLASTIC/SMALL MIDDLE PHALANX OF THE 4TH FINGER,Body Location or Region
STIPPLING OF THE EPIPHYSIS OF THE PROXIMAL PHALANX OF THE 4TH FINGER,Body Location or Region
HYPOPLASTIC/SMALL DISTAL PHALANX OF THE 2ND FINGER,Body Location or Region
IRREGULAR EPIPHYSES OF THE 3RD FINGER,Body Location or Region
TRIANGULAR EPIPHYSIS OF THE PROXIMAL PHALANX OF THE 4TH FINGER,Body Location or Region
IVORY EPIPHYSIS OF THE PROXIMAL PHALANX OF THE 4TH FINGER,Body Location or Region
ULNAR DEVIATION OF THE 4TH FINGER,Body Location or Region
ENLARGED EPIPHYSIS OF THE DISTAL PHALANX OF THE 2ND FINGER,Body Location or Region
ENLARGED EPIPHYSIS OF THE MIDDLE PHALANX OF THE 2ND FINGER,Body Location or Region
CONTRACTURE OF THE METACARPOPHALANGEAL JOINT OF THE 4TH FINGER,Body Location or Region
BRACKET EPIPHYSES OF THE 4TH FINGER,Body Location or Region
PSEUDOEPIPHYSES OF THE 5TH FINGER,Body Location or Region
ENLARGED EPIPHYSES OF THE 5TH FINGER,Body Location or Region
IVORY EPIPHYSIS OF THE PROXIMAL PHALANX OF THE 2ND FINGER,Body Location or Region
SYMPHALANGISM OF THE PROXIMAL PHALANX OF THE 4TH FINGER WITH THE 4TH METATCARPAL,Body Location or Region
TRIANGULAR SHAPED DISTAL PHALANX OF THE 5TH FINGER,Body Location or Region
PSEUDOEPIPHYSES OF THE 2ND FINGER,Body Location or Region
ABSENT EPIPHYSIS OF THE PROXIMAL PHALANX OF THE 3RD FINGER,Body Location or Region
PATCHY SCLEROSIS OF THE DISTAL PHALANX OF THE 5TH FINGER,Body Location or Region
PSEUDOEPIPHYSIS OF THE MIDDLE PHALANX OF THE 4TH FINGER,Body Location or Region
BROAD MIDDLE PHALANX OF THE 2ND FINGER,Body Location or Region
BRACKET EPIPHYSES OF THE 2ND FINGER,Body Location or Region
BULLET-SHAPED PROXIMAL PHALANX OF THE 5TH FINGER,Body Location or Region
SMALL EPIPHYSES OF THE 2ND FINGER,Body Location or Region
RADIAL DEVIATION OF THE 2ND FINGER,Body Location or Region
PSEUDOEPIPHYSIS OF THE DISTAL PHALANX OF THE 3RD FINGER,Body Location or Region
TRIANGULAR SHAPED PROXIMAL PHALANX OF THE 4TH FINGER,Body Location or Region
OSTEOLYTIC DEFECTS OF THE PROXIMAL PHALANX OF THE 4TH FINGER,Body Location or Region
DEVIATION OF THE 2ND FINGER,Body Location or Region
IVORY EPIPHYSIS OF THE MIDDLE PHALANX OF THE 3RD FINGER,Body Location or Region
COMPLETE DUPLICATION OF THE DISTAL PHALANX OF THE 5TH FINGER,Body Location or Region
PARTIAL DUPLICATION OF THE MIDDLE PHALANX OF THE 2ND FINGER,Body Location or Region
PARTIAL DUPLICATION OF THE PROXIMAL PHALANX OF THE 5TH FINGER,Body Location or Region
COMPLETE DUPLICATION OF THE DISTAL PHALANX OF THE 2ND FINGER,Body Location or Region
ENLARGED EPIPHYSIS OF THE DISTAL PHALANX OF THE 5TH FINGER,Body Location or Region
TRIANGULAR EPIPHYSIS OF THE DISTAL PHALANX OF THE 5TH FINGER,Body Location or Region
SMALL EPIPHYSIS OF THE PROXIMAL PHALANX OF THE 5TH FINGER,Body Location or Region
PARTIAL DUPLICATION OF THE DISTAL PHALANX OF THE 4TH FINGER,Body Location or Region
COMPLETE DUPLICATION OF THE DISTAL PHALANX OF THE 4TH FINGER,Body Location or Region
COMPLETE DUPLICATION OF THE PROXIMAL PHALANX OF THE 3RD FINGER,Body Location or Region
BRACKET EPIPHYSIS OF THE DISTAL PHALANX OF THE 5TH FINGER,Body Location or Region
BRACKET EPIPHYSES OF THE PHALANGES OF THE HAND,Body Location or Region
PARTIAL/COMPLETE DUPLICATION OF THE DISTAL PHALANX OF THE 3RD FINGER,Body Location or Region
ABSENT EPIPHYSIS OF THE MIDDLE PHALANX OF THE 5TH FINGER,Body Location or Region
INCREASED LAXITY OF FINGERS,Body Location or Region
3-4 FINGER SYNDACTYLY,Body Location or Region
CUTANEOUS SYNDACTYLY OF FINGERS 3 AND 4 AND TOES 2 AND 3,Body Location or Region
SYMPHALANGISM OF THE 5TH FINGER,Body Location or Region
ABNORMALITY OF THE EPIPHYSIS OF THE MIDDLE PHALANX OF THE 5TH FINGER,Body Location or Region
ABNORMALITY OF THE FINGERS,Body Location or Region
CLUBBING,Body Location or Region
HAIR SHAFTS FLATTENED AT IRREGULAR INTERVALS AND TWISTED THROUGH 180 DEGREES ABOUT THEIR AXES,Functional Concept
PRESENCE OF FOAM CELLS,Cell
LARGE VACUOLATED FOAM CELLS ('NP CELLS') ON BONE MARROW BIOPSY,Cell
ABNORMAL FEET MORPHOLOGY,"Body Part, Organ, or Organ Component"
DUPLICATION INVOLVING BONES OF THE FEET,"Body Part, Organ, or Organ Component"
"APHALANGY, HANDS AND FEET","Body Part, Organ, or Organ Component"
CONGENITAL FOOT CONTRACTURES,"Body Part, Organ, or Organ Component"
LARGE HANDS AND FEET,"Body Part, Organ, or Organ Component"
POSTAXIAL POLYDACTYLY (FEET),"Body Part, Organ, or Organ Component"
POLYDACTYLY (FEET),"Body Part, Organ, or Organ Component"
PREAXIAL POLYDACTYLY (FEET),"Body Part, Organ, or Organ Component"
ACRAL ULCERATION AND OSTEOMYELITIS LEADING TO AUTOAMPUTATION OF THE DIGITS (FEET),"Body Part, Organ, or Organ Component"
AUTOAMPUTATION (FEET),"Body Part, Organ, or Organ Component"
POSITIONAL FOOT DEFORMITIES,Anatomical Abnormality
CONGENITAL FOOT CONTRACTION DEFORMITIES,Congenital Abnormality
FORAMEN MAGNUM LESION,Body Space or Junction
PATENT FORAMEN OVALE,Congenital Abnormality
BILATERAL FOVEAL DYSTROPHY,"Body Part, Organ, or Organ Component"
FOVEAL HYPERPLASIA,"Body Part, Organ, or Organ Component"
MULTIPLE RIB FRACTURES,Injury or Poisoning
INCREASED SUSCEPTIBILITY TO FRACTURES,Injury or Poisoning
RECURRENT FRACTURES,Pathologic Function
FRECKLING,Finding
DEPIGMENTED FUNDUS,Body Location or Region
BONE CORPUSCLE FUNDUS PIGMENTATION,Body Location or Region
HYPOPIGMENTATION OF THE FUNDUS,Body Location or Region
PECTUS EXCAVATUM,Disease or Syndrome
HYPOPLASTIC GALLBLADDER,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE GALLBLADDER,"Body Part, Organ, or Organ Component"
DECREASED MYENTERIC AND SUBMUCOSAL GANGLIA IN THE BOWEL,"Body Part, Organ, or Organ Component"
FUNDUS WITH PERIPHERAL 'BONY SPICULES',"Body Part, Organ, or Organ Component"
GASTROINTESTINAL TRACT TUMORS,Body System
PROMINENT MALAR REGION,Geographic Area
GINGIVAL HYPERPLASIA,Pathologic Function
MRI SHOWS DECREASED SIGNAL INTENSITY IN THE PALLIDAL NUCLEI WITH CENTRAL HYPERINTENSITY ('EYE OF THE TIGER' SIGN),"Body Part, Organ, or Organ Component"
IMPAIRED GLUCONEOGENESIS,Molecular Function
GLUCOSEPHOSPHATE ISOMERASE DEFICIENCY,"Amino Acid, Peptide, or Protein"
"46,XY GONADAL DYSGENESIS",Disease or Syndrome
HIGH URINARY GONADOTROPINS (PRIMARY HYPOGONADISM),"Amino Acid, Peptide, or Protein"
HYPOGONADOTROPHIC HYPOGONADISM,Pharmacologic Substance
VENTRICULAR HYPERTROPHY ON ECG,Pharmacologic Substance
T-WAVE INVERSION IN THE RIGHT PRECORDIAL LEADS AND LATE POTENTIALS IN SIGNAL-AVERAGING ECG,Pharmacologic Substance
GONADAL CALCIFICATION,"Body Part, Organ, or Organ Component"
TISSUE BIOPSY SHOWS GRANULOMAS,Pathologic Function
ARREST OF ENDOCHONDRAL RING STRUCTURES WITH PERSISTENCE OF CIRCUMFERENTIAL GROWTH,Organism Function
MEDIALLY FUSED RADIAL EPIPHYSEAL PLATES,Tissue
ABNORMALITY OF THE ULNAR EPIPHYSES,Tissue
LONG HAIRS GROWING FROM HELIX OF PINNA,"Body Part, Organ, or Organ Component"
IVORY EPIPHYSIS OF THE PROXIMAL PHALANX OF THE HALLUX,"Body Part, Organ, or Organ Component"
IVORY EPIPHYSIS OF THE DISTAL PHALANX OF THE HALLUX,"Body Part, Organ, or Organ Component"
BROAD PHALANGES OF THE HALLUX,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA OF THE PHALANGES OF THE HALLUX,"Body Part, Organ, or Organ Component"
SYMPHALANGISM AFFECTING THE PHALANGES OF THE HALLUX,"Body Part, Organ, or Organ Component"
OSTEOLYTIC DEFECTS OF THE PROXIMAL PHALANX OF THE HALLUX,"Body Part, Organ, or Organ Component"
HALLUX VARUS,"Body Part, Organ, or Organ Component"
HAMARTOMA,Neoplastic Process
FRAGMENTATION OF THE EPIPHYSES OF THE PROXIMAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
ABSENT EPIPHYSES OF THE DISTAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
HYPOPLASIA OF THE MIDDLE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
SMALL EPIPHYSES OF THE MIDDLE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
STIPPLING OF THE EPIPHYSES OF THE MIDDLE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
TRIANGULAR EPIPHYSES OF THE MIDDLE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
PARTIAL DUPLICATION OF THE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
COMPLETE DUPLICATION OF THE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
COMPLETE DUPLICATION OF THE DISTAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
HYPOPLASTIC/SMALL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
OSTEOLYTIC DEFECTS OF THE MIDDLE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
SYMPHALANGISM AFFECTING THE DISTAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
BROAD PROXIMAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
BULLET-SHAPED PROXIMAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA OF THE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
RUDIMENTARY POSTAXIAL POLYDACTYLY OF HANDS,"Body Part, Organ, or Organ Component"
SYNOSTOSIS INVOLVING BONES OF THE HAND,"Body Part, Organ, or Organ Component"
ULNAR DEVIATION OF THE HAND OR OF FINGERS OF THE HAND,"Body Part, Organ, or Organ Component"
OLIGODACTYLY (HANDS),"Body Part, Organ, or Organ Component"
PREAXIAL POLYDACTYLY (HANDS),"Body Part, Organ, or Organ Component"
POSTAXIAL POLYDACTYLY (HANDS),"Body Part, Organ, or Organ Component"
POSTAXIAL POLYDACTYLY (HANDS),"Body Part, Organ, or Organ Component"
CESSATION OF HEAD GROWTH IN AFFECTED INFANTS,Body Location or Region
HEADACHE (WITH PHEOCHROMOCYTOMA),Sign or Symptom
HEARING ABNORMALITY,Physiologic Function
EARLY CONDUCTIVE HEARING LOSS,Disease or Syndrome
"HEARING LOSS, CONDUCTIVE",Disease or Syndrome
SEVERE SENSORINEURAL HEARING LOSS,Disease or Syndrome
"CONGENITAL, SLOWLY PROGRESSIVE PERCEPTIVE DEAFNESS",Disease or Syndrome
SEVERE HEARING DEFECT,Diagnostic Procedure
CORONARY ATHEROSCLEROSIS,"Body Part, Organ, or Organ Component"
HYPOPLASTIC HEART,"Body Part, Organ, or Organ Component"
HEART BLOCK,Disease or Syndrome
CONGENITAL SEPTAL DEFECT,Congenital Abnormality
"CAVERNOUS HEMANGIOMAS, FACE",Neoplastic Process
CAVERNOUS HEMANGIOMA,Neoplastic Process
HEMIPLEGIA,Sign or Symptom
FACTOR VIII DEFICIENCY,Disease or Syndrome
HEMOPTYSIS,Sign or Symptom
HERNIA OF THE ABDOMINAL WALL,Anatomical Abnormality
DISLOCATED HIPS,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE HIP,"Body Part, Organ, or Organ Component"
HIP CONTRACTURES,Disease or Syndrome
DISLOCATED HIPS,Injury or Poisoning
DISLOCATED HIPS,Injury or Poisoning
"CALCIFICATIONS MAY BE SEEN IN THE THALAMUS, HIPPOCAMPUS, SUBCORTICAL WHITE MATTER, AND CORTEX","Body Part, Organ, or Organ Component"
CONGENITAL MEGACOLON,Congenital Abnormality
CONGENITAL MEGACOLON,Disease or Syndrome
CONGENITAL MEGACOLON,Congenital Abnormality
ABNORMALITY OF HISTIOCYTES,Cell
HOARSE CRY,Sign or Symptom
"CORONARY ARTERY DISEASE PRESENTING AFTER AGE 30 YEARS IN HETEROZYGOTES, IN CHILDHOOD IN HOMOZYGOTES",Organism Attribute
ABSENCE OF PUBERTAL DEVELOPMENT,Physiologic Function
NO DEVELOPMENT OF MOTOR MILESTONES,Physiologic Function
IRREGULAR HUMERAL EPIPHYSES,"Body Part, Organ, or Organ Component"
HUMERUS VARUS,"Body Part, Organ, or Organ Component"
CORTICAL THINNING (HUMERAL),"Body Part, Organ, or Organ Component"
DEFORMED HUMERUS,"Body Part, Organ, or Organ Component"
PARTIAL HUMORAL IMMUNODEFICIENCY,Intellectual Product
"ABNORMAL MUSCLE FIBERS WITH AMORPHOUS, GRANULAR, OR HYALINE DEPOSITS",Body Substance
ABNORMALITY OF CORTISOL PRODUCTION,Steroid
INCREASED CORTISOL PRODUCTION,Hormone
HYPERALDOSTERONISM,Disease or Syndrome
HYPERCALCIURIA,Disease or Syndrome
"HYPERHIDROSIS, EPISODIC",Finding
"FACIAL PALSY, SECONDARY TO CRANIAL HYPEROSTOSIS",Disease or Syndrome
HYPERPROLACTINEMIA,Disease or Syndrome
HYPERTENSION (WITH PHEOCHROMOCYTOMA),Disease or Syndrome
MILD HYPERTHYROIDISM,Disease or Syndrome
GENERALIZED HYPERTRICHOSIS,Disease or Syndrome
HYPERTROPHY OF SKIN OF SOLES,Pathologic Function
OLIGODONTIA,Congenital Abnormality
HYPOTHERMIA,Sign or Symptom
HYPOTRICHOSIS OF THE SCALP,Disease or Syndrome
"ICHTHYOSIS, CONGENITAL",Disease or Syndrome
CONGENITAL ICHTHYOSIS,Congenital Abnormality
"ICHTHYOSIS, CONGENITAL",Disease or Syndrome
GENERALIZED ICHTHYOSIS,Disease or Syndrome
INCREASED IGE LEVEL,"Amino Acid, Peptide, or Protein"
"LARGE, FLARED ILIAC WINGS","Body Part, Organ, or Organ Component"
PRIMARY DYSFUNCTION OF B-LYMPHOCYTE ISOTYPE SWITCHING AND MEMORY B-CELL GENERATION,"Amino Acid, Peptide, or Protein"
ABNORMAL IMMUNOGLOBULIN LEVEL,Pharmacologic Substance
INCREASED INCIDENCE OF HEPATOCELLULAR CARCINOMA,Quantitative Concept
ABNORMALITY OF THE INCISORS,"Body Part, Organ, or Organ Component"
NEONATAL TRUE IDIOPATHIC HYPOPARATHYROIDISM,Age Group
"HYPOTONIA, NEONATAL, GENERALIZED",Age Group
RECURRENT SUBCORTICAL INFARCTS,Pathologic Function
PREDISPOSITION TO SEVERE INFECTIONS,Disease or Syndrome
SUSCEPTIBILITY TO INFECTION,Disease or Syndrome
INSULIN-DEPENDENT MATURITY-ONSET DIABETES OF THE YOUNG,"Amino Acid, Peptide, or Protein"
LOW INTELLIGENCE,Mental Process
RESPIRATORY FAILURE DUE TO INTERCOSTAL MUSCLE AND DIAPHRAGM INVOLVEMENT,"Body Part, Organ, or Organ Component"
INTESTINAL CARCINOID,"Body Part, Organ, or Organ Component"
HYPOPLASTIC INTESTINES,"Body Part, Organ, or Organ Component"
MULTIPLE INTESTINAL NEUROFIBROMATOSIS,"Body Part, Organ, or Organ Component"
THYROID DEFECT IN OXIDATION AND ORGANIFICATION OF IODIDE,Inorganic Chemical
HYPOPLASIA OF THE IRIS,"Body Part, Organ, or Organ Component"
ABNORMAL IRIS VASCULATURE,"Body Part, Organ, or Organ Component"
ABNORMAL ISOELECTRIC FOCUSING OF SERUM TRANSFERRIN,Laboratory Procedure
ABNORMALITY OF THE JEJUNUM,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE TEMPEROMANDIBULAR JOINT,Body Space or Junction
SUBLUXATION OF THE SMALL JOINTS OF THE HAND,Body Space or Junction
CONTRACTURES,Body Space or Junction
ABNORMALITY OF THE KININ-KALLIKREIN SYSTEM,Pharmacologic Substance
CONGENITAL PALMOPLANTAR KERATODERMIA,Congenital Abnormality
PALMOPLANTAR KERATODERMA,Congenital Abnormality
LOCALIZED EPIDERMOLYTIC HYPERKERATOSIS,Disease or Syndrome
PALMOPLANTAR KERATODERMA,Disease or Syndrome
KETOSIS,Disease or Syndrome
RENAL HYPOPHOSPHATEMIA,"Body Part, Organ, or Organ Component"
CORTICAL IRREGULARITY (HUMERAL),"Body Part, Organ, or Organ Component"
RENAL CORTICAL ATROPHY,"Body Part, Organ, or Organ Component"
END STAGE RENAL DISEASE,Disease or Syndrome
END STAGE RENAL DISEASE,Disease or Syndrome
RENAL NEOPLASIA,Neoplastic Process
"POLYCYSTIC KIDNEYS, POTTER TYPE I",Disease or Syndrome
"POLYCYSTIC KIDNEYS, POTTER TYPE I",Anatomical Abnormality
POLYCYSTIC KIDNEY,Anatomical Abnormality
ABNORMALITY OF THE KININ-KALLIKREIN SYSTEM,"Amino Acid, Peptide, or Protein"
HIGH URINARY GONADOTROPINS (PRIMARY HYPOGONADISM),Congenital Abnormality
FUSED CERVICAL VERTEBRAE,Congenital Abnormality
LIMITED KNEE MOVEMENT,Body Space or Junction
LUMBAR KYPHOSIS,Acquired Abnormality
ABNORMAL HEMATOLOGICAL LABORATORY FINDINGS,Organization
LACRIMAL GLAND APLASIA/HYPOPLASIA,"Body Part, Organ, or Organ Component"
LACK OF LANGUAGE DEVELOPMENT,Mental Process
LANGUAGE IMPAIRMENT,Mental or Behavioral Dysfunction
PHOCOMELIA INVOLVING THE LOWER LIMBS,Body Location or Region
"SPASTIC PARAPLEGIA, LOWER LIMB",Body Location or Region
NEUROGENIC MUSCLE ATROPHY,Body Location or Region
LOWER LIMBS MORE AFFECTED THAN UPPER LIMBS,Body Location or Region
"LYMPHEDEMA, PREDOMINANTLY IN THE LOWER LIMBS",Body Location or Region
CONGENITAL CATARACT,Medical Device
T-CELL LYMPHOMA/LEUKEMIA,Neoplastic Process
MYELOID/LYMPHOID LEUKEMIA,Neoplastic Process
FAMILIAL ACUTE MYELOGENOUS LEUKEMIA,Neoplastic Process
LOW BACK PAIN,Sign or Symptom
LUMBAR PLATYSPONDYLY,Body Location or Region
"LUMBAR PLATYSPONDYLY, MILD",Body Location or Region
LUMBAR SCOLIOSIS,Body Location or Region
DECREASING LUMBAR VERTEBRAE INTERPEDICULATE DISTANCE,"Body Part, Organ, or Organ Component"
"PRIMARY PULMONARY DYSGENESIS, UNILATERAL","Body Part, Organ, or Organ Component"
INTERSTITIAL PULMONARY DISEASE,"Body Part, Organ, or Organ Component"
LYMPHOGRAPHY SHOWS HYPOPLASIA OF LYMPHATIC VESSELS,Diagnostic Procedure
INTESTINAL LYMPHEDEMA,Disease or Syndrome
HIGH FREQUENCY OF CHROMOSOME BREAKS IN LYMPHOCYTES,Cell
ENLARGED LYSOSOMAL VACUOLES IN LYMPHOCYTES,Cell
MITOCHONDRIAL LYSINE TRANSPORT DEFECT,Pharmacologic Substance
OSTEOLYTIC DEFECTS OF THE PHALANGES OF THE 4TH FINGER,Pathologic Function
LYTIC DEFECTS OF THE HUMERAL METAPHSIS,Pathologic Function
LYTIC DEFECTS OF ULNAR METAPHYSIS,Pathologic Function
MRI SHOWS CONGENITAL ABNORMALITIES OF THE POSTERIOR FOSSA,Diagnostic Procedure
MRI SHOWS DELAYED MYELINATION,Diagnostic Procedure
MRI SHOWS FRONTAL AND TEMPORAL CORTICAL ATROPHY,Diagnostic Procedure
'MOLAR TOOTH SIGN' ON MRI,Diagnostic Procedure
HYPOPLASIA OF THE BRAINSTEM,Diagnostic Procedure
MRI SHOWS DECREASED SIGNAL INTENSITY IN THE PALLIDAL NUCLEI WITH CENTRAL HYPERINTENSITY ('EYE OF THE TIGER' SIGN),Diagnostic Procedure
MALABSORPTION,Disease or Syndrome
SEVERE VISUAL IMPAIRMENT IN MALES,Finding
"URETHRAL ATRESIA, MALE",Finding
"HYPOGONADISM, MALE",Finding
HYPERPLASIA OF THE MAXILLA,"Body Part, Organ, or Organ Component"
THUMBS HYPOPLASTIC WITH BULBOUS TIPS,"Body Part, Organ, or Organ Component"
MALIGNANT MELANOMA,Neoplastic Process
ACCUMULATION OF MELANOSOMES IN MELANOCYTES,Cell Component
FOAM CELLS CONTAIN POLYMORPHIC CYTOPLASMIC INCLUSIONS CONSISTING OF LAMELLAR OSMIOPHILIC MEMBRANES ON ELECTRON MICROSCOPY,Tissue
MENTAL RETARDATION BY THE AGE OF 7 YEARS,Mental or Behavioral Dysfunction
"MENTAL RETARDATION, MODERATE TO SEVERE",Mental or Behavioral Dysfunction
"MENTAL RETARDATION, PROFOUND",Mental or Behavioral Dysfunction
ABNORMALITY OF THE MIDBRAIN,"Body Part, Organ, or Organ Component"
ARTERIAL ANEURYSM OF CELIAC AND MESENTERIC VESSELS,Body Location or Region
VENOUS VARICOSITIES OF CELIAC AND MESENTERIC VESSELS,Body Location or Region
ABNORMAL ZINC METABOLISM,Functional Concept
CONTRACTURE OF THE METACARPOPHALANGEAL JOINT OF THE 5TH FINGER,Body Space or Junction
SYNOSTOSIS INVOLVING THE METACARPAL BONES,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE 2ND METACARPAL,"Body Part, Organ, or Organ Component"
ABSENT EPIPHYSIS OF THE 1ST METACARPAL,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE 5TH METACARPAL,"Body Part, Organ, or Organ Component"
ENLARGED EPIPHYSIS OF THE 1ST METACARPAL,"Body Part, Organ, or Organ Component"
TRIANGULAR SHAPED 1ST METACARPAL,"Body Part, Organ, or Organ Component"
APLASIA OF THE 1ST METACARPAL,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE EPIPHYSIS OF THE 3RD METACARPAL,"Body Part, Organ, or Organ Component"
PSEUDOEPIPHYSIS OF THE 3RD METACARPAL,"Body Part, Organ, or Organ Component"
PSEUDOEPIPHYSIS OF THE 4TH METACARPAL,"Body Part, Organ, or Organ Component"
METAPHYSEAL CUPPING OF METACARPALS,"Body Part, Organ, or Organ Component"
FLATTENED METATARSAL AND METACARPAL HEADS,"Body Part, Organ, or Organ Component"
ABNORMAL METACARPAL MORPHOLOGY,"Body Part, Organ, or Organ Component"
ABNORMAL METACARPAL MORPHOLOGY,"Body Part, Organ, or Organ Component"
"LONG, SLENDER METACARPALS","Body Part, Organ, or Organ Component"
APLASIA OF THE METATARSAL BONES,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE 3RD METATARSAL BONE,"Body Part, Organ, or Organ Component"
APLASIA OF THE 1ST METATARSAL,"Body Part, Organ, or Organ Component"
TRIANGULAR EPIPHYSIS OF THE 1ST METATARSAL,"Body Part, Organ, or Organ Component"
